armour	category	charge_bonus	class	key	melee_attack	melee_defence	morale	bonus_hit_points	primary_melee_weapon	attribute_group	damage_mod_flames	damage_mod_magic	damage_mod_physical	damage_mod_missiles	damage_mod_all
wh2_main_plate_100	inf_ranged	30	inf_mis	wh_dlc06_dwf_veh_skyhammer_0	47	7	76	2917	wh_main_dwf_gyrobomber	wh_mountedFireMove	0	25	0	0	0
wh2_main_plate_100	inf_ranged	30	inf_mis	wh_main_dwf_veh_gyrobomber	40	4	66	2917	wh_main_dwf_gyrobomber	wh_mountedFireMove	0	25	0	0	0
wh2_main_plate_100	inf_ranged	25	inf_mis	wh_main_dwf_veh_gyrocopter_0	30	6	66	935	wh_main_dwf_gyrocopter		0	25	0	0	0
wh2_main_plate_100	inf_ranged	25	inf_mis	wh_main_dwf_veh_gyrocopter_1	30	6	66	935	wh_main_dwf_gyrocopter		0	25	0	0	0
wh2_main_chainmail_120	inf_melee	16	com	wh_main_dwf_cha_rune_smith_0	40	32	70	3900	wh_main_dwf_hammer_runesmith	wh_encourage_hideForest	0	25	0	15	0
wh2_main_chainmail_100	inf_melee	18	inf_mel	wh_main_dwf_inf_hammerers	46	34	80	82	wh_main_dwf_hammerers	wh_hideForest	0	25	0	0	0
wh2_main_chainmail_100	inf_melee	10	inf_mel	wh_main_dwf_inf_longbeards	30	48	80	78	wh_main_dwf_longbeards_axe	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych	0	25	0	0	0
wh2_main_chainmail_100	inf_melee	16	inf_mel	wh_dlc06_dwf_inf_old_grumblers_0	36	51	90	78	wh_main_dwf_longbeards_axe_great	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych	0	25	0	0	0
wh2_main_chainmail_100	inf_melee	16	inf_mel	wh_main_dwf_inf_longbeards_1	30	38	80	78	wh_main_dwf_longbeards_axe_great	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych	0	25	0	0	0
wh2_main_chainmail_120	inf_ranged	14	com	wh_main_dwf_cha_master_engineer_0	38	30	72	3900	wh_main_dwf_master_engineer_hammer	wh_encourage_hideForest	0	25	0	15	0
wh2_main_chainmail_80	inf_melee	10	inf_mel	wh_dlc06_dwf_inf_ekrund_miners_0	23	26	78	68	wh_main_dwf_miners_pickaxe	wh_guerrilla_hideForest	0	25	0	0	0
wh2_main_chainmail_80	inf_melee	6	inf_mel	wh_main_dwf_inf_miners_0	18	18	68	68	wh_main_dwf_miners_pickaxe	wh_guerrilla_hideForest	0	25	0	0	0
wh2_main_chainmail_80	inf_melee	6	inf_mel	wh_main_dwf_inf_miners_1	18	18	68	68	wh_main_dwf_miners_pickaxe	wh_guerrilla_hideForest	0	25	0	0	0
wh_main_body_0	inf_melee	26	inf_mel	wh_dlc06_dwf_inf_dragonback_slayers_0	45	44	100	100	wh_main_dwf_slayer_axe_dual	wh_hideForest_unbreakable_chargeReflectorVsL	0	25	20	0	0
wh_main_body_0	inf_melee	26	inf_mel	wh_main_dwf_inf_slayers	38	32	100	100	wh_main_dwf_slayer_axe_dual	wh_hideForest_unbreakable	0	25	0	0	0
wh2_main_chainmail_120	inf_melee	50	com	wh_main_dwf_cha_ungrim_ironfist	70	35	100	5128	wh_main_dwf_ungrim_axe_great	wh_chargeReflectorVsL_encourage_hideForest_unbreakable	0	25	0	15	0
wh2_main_plate_125	cavalry	50	cav_shk	wh_dlc04_emp_cav_royal_altdorf_gryphites_0	38	41	80	186	wh_main_emp_demigryph_halberd	wh_fear_hideForest_terror	0	0	0	0	0
wh2_main_plate_125	cavalry	50	cav_shk	wh_main_emp_cav_demigryph_knights_1	32	30	70	186	wh_main_emp_demigryph_halberd	wh_fear_hideForest	0	0	0	0	0
wh2_main_plate_125	cavalry	60	cav_shk	wh_main_emp_cav_demigryph_knights_0	38	34	70	186	wh_main_emp_demigryph_lance	wh_fear_hideForest	0	0	0	0	0
wh2_main_plate_95	inf_melee	18	inf_mel	wh_main_emp_inf_greatswords	32	30	72	68	wh_main_emp_greatsword	wh_hideForest	0	0	0	0	0
wh2_main_chainmail_30	inf_melee	8	inf_mel	wh_main_emp_inf_halberdiers	26	42	68	65	wh_main_emp_halberd	wh_chargeReflector_hideForest	0	0	0	0	0
wh2_main_plate_100	inf_melee	65	com	wh_main_emp_cha_karl_franz_0	65	38	80	4280	wh_main_emp_hammer_hero	wh_encourage_hideForest_immuneToPsych	0	0	0	15	0
wh2_main_plate_100	cavalry	90	com	wh_main_emp_cha_karl_franz_3	65	38	80	4884	wh_main_emp_hammer_hero	wh_encourage_hideForest_immuneToPsych	0	0	0	15	0
wh2_main_plate_120	cavalry	90	com	wh_main_emp_cha_karl_franz_4	65	38	80	4884	wh_main_emp_hammer_hero	wh_encourage_hideForest_immuneToPsych	0	0	0	15	0
wh2_main_plate_85	inf_melee	30	com	wh_main_emp_cha_warrior_priest_0	45	30	70	3680	wh_main_emp_hammer_warrior_priest	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	cavalry	50	com	wh_main_emp_cha_warrior_priest_1	45	30	70	4160	wh_main_emp_hammer_warrior_priest	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_105	cavalry	50	com	wh_main_emp_cha_warrior_priest_2	45	30	70	4160	wh_main_emp_hammer_warrior_priest	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	war_beast	70	com	wh_dlc03_emp_cha_boris_todbringer_3	47	35	75	5588	wh_main_emp_imperial_griffon	wh_encourage_fear_terror	0	0	0	15	0
wh2_main_plate_50	war_beast	60	com	wh_dlc03_emp_cha_wizard_beasts_3	40	30	55	4160	wh_main_emp_imperial_griffon	wh_encourage_fear_terror	0	0	0	15	0
wh2_main_plate_85	war_beast	70	com	wh_main_emp_cha_general_3	47	30	70	5368	wh_main_emp_imperial_griffon	wh_encourage_fear_terror	0	0	0	15	0
wh2_main_plate_100	war_beast	90	com	wh_main_emp_cha_karl_franz_1	56	38	80	5820	wh_main_emp_karl_franz_deathclaw	wh_encourage_fear_terror	0	0	0	15	0
wh2_main_plate_100	cavalry	90	com	wh_main_emp_cha_karl_franz_2	65	38	80	5200	wh_main_emp_karl_franz_pegasus	wh_encourage_immuneToPsych	0	0	0	15	0
wh2_main_plate_110	cavalry	48	cav_shk	wh_main_emp_cav_empire_knights	26	28	70	88	wh_main_emp_lance	wh_hideForest	0	0	0	0	0
wh2_main_plate_120	cavalry	62	cav_shk	wh_dlc04_emp_cav_zintlers_reiksguard_0	41	39	82	96	wh_main_emp_lance_reiksguard	wh_guerrilla_hideForest_immPsy	0	0	0	0	0
wh2_main_plate_120	cavalry	62	cav_shk	wh_main_emp_cav_reiksguard	34	28	72	96	wh_main_emp_lance_reiksguard	wh_hideForest	0	0	0	0	0
wh2_main_heavy_metal_40	war_machine	18	chariot	wh_dlc04_emp_veh_templehof_luminark_0	16	13	70	4180	wh_main_emp_luminark	wh_encourage	0	0	0	0	0
wh2_main_leather_45	war_machine	8	chariot	wh_dlc04_vmp_veh_corpse_cart_0	10	22	55	4884	wh_main_emp_luminark	wh_fear_hideForest_undead	0	0	0	15	0
wh2_main_leather_45	war_machine	8	chariot	wh_dlc04_vmp_veh_corpse_cart_1	10	22	55	4884	wh_main_emp_luminark	wh_fear_hideForest_undead	0	0	0	15	0
wh2_main_leather_45	war_machine	8	chariot	wh_dlc04_vmp_veh_corpse_cart_2	10	22	55	4884	wh_main_emp_luminark	wh_fear_hideForest_undead	0	0	0	15	0
wh2_main_heavy_metal_40	war_machine	18	chariot	wh_main_emp_veh_luminark_of_hysh_0	12	8	60	4180	wh_main_emp_luminark		0	0	0	0	0
wh2_main_chainmail_30	inf_melee	4	inf_mel	wh_main_emp_inf_spearmen_1	20	42	60	61	wh_main_emp_spear	wh_chargeReflectorVsL_hideForest	0	0	0	0	0
wh2_main_chainmail_30	inf_melee	4	inf_mel	wh_main_emp_inf_spearmen_0	20	34	60	61	wh_main_emp_spear_0	wh_chargeReflectorVsL_hideForest	0	0	0	0	0
wh2_main_chainmail_30	inf_melee	14	inf_mel	wh_main_emp_inf_swordsmen	32	32	60	61	wh_main_emp_sword	wh_hideForest	0	0	0	0	0
wh2_main_leather_20	inf_ranged	12	com	wh_dlc03_emp_cha_wizard_beasts_0	50	13	55	3412	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_20	cavalry	30	com	wh_dlc03_emp_cha_wizard_beasts_1	50	13	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_50	cavalry	30	com	wh_dlc03_emp_cha_wizard_beasts_2	50	13	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_50	cavalry	12	com	wh_dlc03_emp_cha_wizard_beasts_4	50	13	55	4000	wh_main_emp_sword_caster	wh_encourage	0	0	0	15	0
wh2_main_leather_20	inf_ranged	15	com	wh_dlc05_emp_cha_wizard_life_0	25	30	55	3412	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_20	cavalry	30	com	wh_dlc05_emp_cha_wizard_life_1	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_50	cavalry	30	com	wh_dlc05_emp_cha_wizard_life_2	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_50	cavalry	30	com	wh_dlc05_emp_cha_wizard_life_3	25	30	55	4000	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_20	inf_ranged	15	com	wh_dlc05_emp_cha_wizard_shadows_0	25	30	55	3412	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_20	cavalry	30	com	wh_dlc05_emp_cha_wizard_shadows_1	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_50	cavalry	30	com	wh_dlc05_emp_cha_wizard_shadows_2	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_50	cavalry	30	com	wh_dlc05_emp_cha_wizard_shadows_3	25	30	55	4000	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_20	inf_melee	30	com	wh_main_emp_cha_balthasar_gelt_0	34	38	65	3680	wh_main_emp_sword_caster	wh_encourage_hideForest	0	25	0	25	0
wh2_main_plate_50	cavalry	70	com	wh_main_emp_cha_balthasar_gelt_1	34	38	65	4448	wh_main_emp_sword_caster	wh_encourage	0	25	0	25	0
wh2_main_leather_20	cavalry	55	com	wh_main_emp_cha_balthasar_gelt_2	34	38	65	3780	wh_main_emp_sword_caster	wh_encourage_hideForest	0	25	0	25	0
wh2_main_leather_50	cavalry	55	com	wh_main_emp_cha_balthasar_gelt_3	34	38	65	3780	wh_main_emp_sword_caster	wh_encourage_hideForest	0	25	0	25	0
wh2_main_leather_20	inf_ranged	15	com	wh_main_emp_cha_wizard_fire_0	25	30	55	3412	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_20	cavalry	30	com	wh_main_emp_cha_wizard_fire_1	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_50	cavalry	30	com	wh_main_emp_cha_wizard_fire_2	25	30	55	4000	wh_main_emp_sword_caster	wh_encourage	0	0	0	15	0
wh2_main_plate_50	cavalry	30	com	wh_main_emp_cha_wizard_fire_3	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_20	inf_ranged	15	com	wh_main_emp_cha_wizard_heavens_0	25	30	55	3412	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_20	cavalry	30	com	wh_main_emp_cha_wizard_heavens_1	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_50	cavalry	30	com	wh_main_emp_cha_wizard_heavens_2	25	30	55	4000	wh_main_emp_sword_caster	wh_encourage	0	0	0	15	0
wh2_main_plate_50	cavalry	30	com	wh_main_emp_cha_wizard_heavens_4	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_20	inf_ranged	15	com	wh_main_emp_cha_wizard_light_0	25	30	55	3412	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_20	cavalry	30	com	wh_main_emp_cha_wizard_light_1	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_50	cavalry	30	com	wh_main_emp_cha_wizard_light_2	25	30	55	4000	wh_main_emp_sword_caster	wh_encourage	0	0	0	15	0
wh2_main_plate_50	cavalry	30	com	wh_main_emp_cha_wizard_light_4	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	inf_ranged	15	com	wh_main_ksl_cha_wizard_0	25	30	55	3412	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	30	com	wh_main_ksl_cha_wizard_1	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_100	inf_melee	16	com	wh_main_nor_cha_chaos_sorcerer_0	38	26	60	3352	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	inf_ranged	15	com	wh_main_teb_cha_wizard_0	25	30	55	3412	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_15	cavalry	30	com	wh_main_teb_cha_wizard_1	25	30	55	3832	wh_main_emp_sword_caster	wh_encourage_hideForest	0	0	0	15	0
wh2_main_chainmail_30	cavalry	12	cav_mis	wh_main_emp_cav_outriders_0	18	14	50	73	wh_main_emp_sword_cav	wh_guerrilla_hideForest_mountedFireMove	0	0	0	0	0
wh2_main_chainmail_30	cavalry	12	cav_mis	wh_main_emp_cav_outriders_1	18	14	50	75	wh_main_emp_sword_cav	wh_guerrilla_hideForest_mountedFireMove	0	0	0	0	0
wh2_main_chainmail_30	cavalry	12	cav_mis	wh_main_emp_cav_pistoliers_1	18	14	50	60	wh_main_emp_sword_cav	wh_guerrilla_hideForest_mountedFireMove	0	0	0	0	0
wh2_main_plate_85	inf_melee	40	com	wh_dlc06_emp_cha_captain_0_boss	50	40	65	3680	wh_main_emp_sword_hero	wh_encourage_hideForest_unbreakable	0	0	0	15	0
wh2_main_plate_85	inf_melee	40	com	wh_main_emp_cha_captain_0	50	40	65	3680	wh_main_emp_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	cavalry	70	com	wh_main_emp_cha_captain_1	50	40	65	4160	wh_main_emp_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_105	cavalry	70	com	wh_main_emp_cha_captain_2	50	40	65	4160	wh_main_emp_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	cavalry	85	com	wh_main_emp_cha_captain_3	50	40	65	4448	wh_main_emp_sword_hero	wh_encourage	0	0	0	15	0
wh2_main_plate_85	inf_melee	40	com	wh_main_ksl_cha_captain_0	50	40	65	3680	wh_main_emp_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	cavalry	70	com	wh_main_ksl_cha_captain_1	50	40	65	4160	wh_main_emp_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_105	cavalry	70	com	wh_main_ksl_cha_captain_2	50	40	65	4160	wh_main_emp_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	inf_melee	40	com	wh_main_teb_cha_captain_0	50	40	65	3680	wh_main_emp_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	cavalry	70	com	wh_main_teb_cha_captain_1	50	40	65	4160	wh_main_emp_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_105	cavalry	70	com	wh_main_teb_cha_captain_2	50	40	65	4160	wh_main_emp_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	inf_melee	45	com	wh_dlc03_emp_cha_boris_todbringer_0	60	50	75	4280	wh_main_emp_sword_hero_general	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_105	cavalry	70	com	wh_dlc03_emp_cha_boris_todbringer_1	60	50	75	4884	wh_main_emp_sword_hero_general	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	cavalry	80	com	wh_dlc03_emp_cha_boris_todbringer_2	60	50	75	5184	wh_main_emp_sword_hero_general	wh_encourage	0	0	0	15	0
wh2_main_plate_85	inf_melee	40	com	wh_main_emp_cha_general_0	55	45	70	4060	wh_main_emp_sword_hero_general	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_105	cavalry	65	com	wh_main_emp_cha_general_1	55	45	70	4664	wh_main_emp_sword_hero_general	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	cavalry	80	com	wh_main_emp_cha_general_2	55	45	70	4964	wh_main_emp_sword_hero_general	wh_encourage	0	0	0	15	0
wh2_main_plate_85	cavalry	65	com	wh_main_emp_cha_general_4	55	45	70	4664	wh_main_emp_sword_hero_general	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	inf_melee	50	com	wh_main_ksl_cha_general_0	55	45	70	4060	wh_main_emp_sword_hero_general	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	cavalry	70	com	wh_main_ksl_cha_general_1	55	45	70	4664	wh_main_emp_sword_hero_general	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_105	cavalry	70	com	wh_main_ksl_cha_general_2	55	45	70	4664	wh_main_emp_sword_hero_general	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	inf_melee	50	com	wh_main_teb_cha_general_0	55	45	70	4060	wh_main_emp_sword_hero_general	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_85	cavalry	70	com	wh_main_teb_cha_general_1	55	45	70	4664	wh_main_emp_sword_hero_general	wh_encourage_hideForest	0	0	0	15	0
wh2_main_plate_105	cavalry	70	com	wh_main_teb_cha_general_2	55	45	70	4664	wh_main_emp_sword_hero_general	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_20	artillery	5	art_fld	wh_dlc04_emp_art_hammer_of_the_witches_0	13	10	60	48	wh_main_emp_sword_short	wh_cantRun	0	0	25	0	0
wh2_main_leather_20	artillery	5	art_fld	wh_dlc04_emp_art_sunmaker_0	13	10	60	48	wh_main_emp_sword_short	wh_cantRun	0	0	0	0	0
wh2_main_leather_20	inf_ranged	4	inf_mis	wh_dlc04_emp_inf_silver_bullets_0	20	25	60	61	wh_main_emp_sword_short	wh_hideForest_stalk	0	0	0	0	0
wh2_main_leather_20	artillery	5	art_fld	wh_main_emp_art_great_cannon	10	6	50	48	wh_main_emp_sword_short	wh_cantRun	0	0	0	0	0
wh2_main_leather_20	artillery	5	art_fld	wh_main_emp_art_helblaster_volley_gun	10	6	50	48	wh_main_emp_sword_short	wh_cantRun	0	0	0	0	0
wh2_main_leather_20	artillery	5	art_fld	wh_main_emp_art_helstorm_rocket_battery	10	6	50	48	wh_main_emp_sword_short	wh_cantRun	0	0	0	0	0
wh2_main_leather_20	artillery	5	art_fld	wh_main_emp_art_mortar	10	6	50	48	wh_main_emp_sword_short	wh_cantRun	0	0	0	0	0
wh2_main_leather_20	inf_ranged	4	inf_mis	wh_main_emp_inf_crossbowmen	14	17	50	61	wh_main_emp_sword_short	wh_hideForest	0	0	0	0	0
wh2_main_leather_20	inf_ranged	4	inf_mis	wh_main_emp_inf_handgunners	16	17	50	61	wh_main_emp_sword_short	wh_hideForest	0	0	0	0	0
wh2_main_chainmail_30	inf_ranged	30	com	wh_dlc06_emp_cha_witch_hunter_boss	36	34	65	4776	wh_main_emp_sword_witchhunter	wh_encourage_hideForest_mountedFireMove_unbreakable	0	25	0	15	0
wh2_main_chainmail_30	inf_ranged	30	com	wh_main_emp_cha_witch_hunter	36	34	65	3680	wh_main_emp_sword_witchhunter	wh_encourage_hideForest_mountedFireMove_immPsy	0	25	0	15	0
wh2_main_bone_150	war_beast	40	inf_mel	wh_dlc06_grn_mon_venom_queen_0	63	41	65	9052	wh_main_grn_arachnarok	wh_fear_strider_terror	0	0	0	0	0
wh2_main_bone_150	war_beast	40	inf_mel	wh_dlc08_grn_mon_arachnarok_spider_boss	67	41	66	9052	wh_main_grn_arachnarok	wh_fear_strider_terror	0	0	0	0	0
wh2_main_bone_150	war_beast	40	inf_mel	wh_main_grn_mon_arachnarok_spider_0	54	30	55	9052	wh_main_grn_arachnarok	wh_fear_strider_terror	0	0	0	0	0
wh_main_body_0	inf_ranged	12	inf_mis	wh_main_grn_inf_savage_orc_arrer_boyz	24	8	52	69	wh_main_grn_axe_choppa_savages	wh_hideForest	0	0	25	0	0
wh_main_body_0	inf_melee	26	inf_mel	wh_main_grn_inf_savage_orcs	28	16	58	73	wh_main_grn_axe_choppa_savages	wh_hideForest	0	0	25	0	0
wh2_main_heavy_metal_110	inf_melee	29	inf_mel	wh_main_grn_inf_black_orcs	36	26	72	127	wh_main_grn_axe_great	wh_hideForest_immuneToPsych	0	0	0	0	0
wh2_main_heavy_metal_115	inf_melee	70	com	wh_main_grn_cha_grimgor_ironhide	70	38	75	5128	wh_main_grn_axe_great_grimgor	wh_encourage_hideForest_immuneToPsych	0	0	0	15	0
wh2_main_body_90	war_machine	80	chariot	wh_main_grn_cav_orc_boar_chariot	24	26	60	1386	wh_main_grn_boar_chariot		0	0	0	0	0
wh2_main_leather_30	inf_ranged	10	inf_mis	wh_main_grn_inf_orc_arrer_boyz	23	14	55	69	wh_main_grn_choppa	wh_hideForest	0	0	0	0	0
wh2_main_leather_30	inf_melee	20	inf_mel	wh_main_grn_inf_orc_boyz	28	25	60	73	wh_main_grn_choppa	wh_hideForest	0	0	0	0	0
wh2_main_heavy_metal_70	inf_melee	50	com	wh_main_grn_cha_azhag_the_slaughterer_0	60	36	72	4388	wh_main_grn_choppa_azhag	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_30	inf_melee	40	com	wh_main_grn_cha_orc_shaman_0	38	20	55	3900	wh_main_grn_choppa_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_chainmail_50	inf_melee	27	inf_mel	wh_main_grn_inf_orc_big_uns	38	28	68	100	wh_main_grn_choppa_dual_big_uns	wh_hideForest	0	0	0	0	0
wh_main_body_0	inf_melee	34	inf_mel	wh_main_grn_inf_savage_orc_big_uns	40	22	68	100	wh_main_grn_choppa_dual_big_uns	wh_hideForest	0	0	25	0	0
wh2_main_heavy_metal_70	inf_melee	65	com	wh_dlc05_grn_cha_snorko_one_finger_0	64	44	70	4412	wh_main_grn_choppa_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_70	inf_melee	60	com	wh_main_grn_cha_orc_warboss_0	58	46	70	4412	wh_main_grn_choppa_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_25	inf_melee	8	inf_mel	wh_main_grn_inf_goblin_spearmen	20	26	50	48	wh_main_grn_goblin_spear	wh_expendable_hideForest	0	0	0	0	0
wh2_main_bone_45	cavalry	24	cav_mel	wh_main_grn_cav_forest_goblin_spider_riders_0	22	30	50	79	wh_main_grn_goblin_spear_poison	wh_guerrilla_hideForest_strider	0	0	0	0	0
wh2_main_leather_25	cavalry	18	cav_mel	wh_dlc06_grn_cav_moon_howlers_0	27	29	54	41	wh_main_grn_goblin_spear_wolf	wh_guerrilla_hideForest_fear	0	0	0	0	0
wh2_main_leather_25	cavalry	18	cav_mel	wh_main_grn_cav_goblin_wolf_riders_0	22	20	44	41	wh_main_grn_goblin_spear_wolf	wh_expendable_guerrilla_hideForest	0	0	0	0	0
wh2_main_leather_25	inf_melee	20	com	wh_main_grn_cha_goblin_great_shaman_0	24	26	55	3680	wh_main_grn_goblin_sword_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_25	cavalry	50	com	wh_main_grn_cha_goblin_great_shaman_1	24	26	55	4060	wh_main_grn_goblin_sword_caster_hero	wh_guerrilla_hideForest	0	0	0	15	0
wh2_main_leather_15	inf_melee	20	com	wh_main_grn_cha_night_goblin_shaman	24	26	50	3412	wh_main_grn_goblin_sword_caster_hero_poison	wh_guerrilla_stalk	0	0	0	15	0
wh2_main_leather_35	inf_melee	30	com	wh_main_grn_cha_goblin_big_boss_0	40	48	55	3512	wh_main_grn_goblin_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_leather_35	cavalry	50	com	wh_main_grn_cha_goblin_big_boss_1	40	48	55	3960	wh_main_grn_goblin_sword_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_bone_45	cavalry	60	com	wh_main_grn_cha_goblin_big_boss_2	40	48	55	4120	wh_main_grn_goblin_sword_hero_poison	wh_encourage_hideForest_strider	0	0	0	15	0
wh2_main_leather_15	inf_melee	12	inf_mel	wh_dlc06_grn_inf_da_eight_peaks_loonies_0	32	34	100	48	wh_main_grn_goblin_sword_poison	wh_guerrilla_stalk_unbreakable	0	0	0	0	0
wh2_main_leather_15	inf_ranged	7	inf_mis	wh_dlc06_grn_inf_da_rusty_arrers_0	19	29	45	46	wh_main_grn_goblin_sword_poison	wh_guerrilla_stalk	0	0	0	0	0
wh2_main_leather_15	inf_ranged	7	inf_mis	wh_main_grn_inf_night_goblin_archers	15	20	40	46	wh_main_grn_goblin_sword_poison	wh_expendable_guerrilla_stalk	0	0	0	0	0
wh2_main_leather_15	inf_melee	12	inf_mel	wh_main_grn_inf_night_goblin_fanatics	26	24	44	48	wh_main_grn_goblin_sword_poison	wh_expendable_guerrilla_stalk	0	0	0	0	0
wh2_main_leather_15	inf_ranged	7	inf_mis	wh_main_grn_inf_night_goblin_fanatics_1	15	20	40	46	wh_main_grn_goblin_sword_poison	wh_expendable_guerrilla_stalk	0	0	0	0	0
wh2_main_leather_15	inf_melee	12	inf_mel	wh_main_grn_inf_night_goblins	26	24	44	48	wh_main_grn_goblin_sword_poison	wh_expendable_guerrilla_stalk	0	0	0	0	0
wh2_main_bone_45	cavalry	14	cav_mis	wh_dlc06_grn_cav_deff_creepers_0	19	31	54	73	wh_main_grn_goblin_sword_poison_spider_rider	wh_guerrilla_hideForest_mountedFireMove_strider_stalk	0	0	0	0	0
wh2_main_bone_45	cavalry	14	cav_mis	wh_main_grn_cav_forest_goblin_spider_riders_1	15	22	44	73	wh_main_grn_goblin_sword_poison_spider_rider	wh_guerrilla_hideForest_mountedFireMove_strider	0	0	0	0	0
wh2_main_body_55	cavalry	70	com	wh_main_grn_cha_orc_shaman_1	38	20	55	4448	wh_main_grn_orc_boar_caster_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_body_50	cavalry	46	cav_shk	wh_main_grn_cav_orc_boar_boyz	22	22	60	94	wh_main_grn_orc_boar_choppa	wh_hideForest	0	0	0	0	0
wh2_main_body_25	cavalry	54	cav_shk	wh_main_grn_cav_savage_orc_boar_boyz	26	14	58	94	wh_main_grn_orc_boar_choppa	wh_hideForest	0	0	25	0	0
wh2_main_heavy_metal_70	cavalry	85	com	wh_dlc05_grn_cha_snorko_one_finger_2	64	44	70	5040	wh_main_grn_orc_boar_choppa_hero	wh_encourage_hideForest	0	0	0	15	0
wh2_main_heavy_metal_70	cavalry	80	com	wh_main_grn_cha_orc_warboss_2	58	47	70	5040	wh_main_grn_orc_boar_choppa_hero	wh_encourage_hideForest	0	0	0	15	0
